"code commune insee","nom de_la_commune","first_postal","libelle_d_acheminement","ligne_5","_geopoint"
"49023","BEAUPREAU EN MAUGES","49510","BEAUPREAU EN MAUGES","JALLAIS","47.202821400000005,-0.9844299999999999"
"49023","BEAUPREAU EN MAUGES","49510","BEAUPREAU EN MAUGES","LA JUBAUDIERE","47.202821400000005,-0.9844299999999999"
"49023","BEAUPREAU EN MAUGES","49510","BEAUPREAU EN MAUGES","LA POITEVINIERE","47.202821400000005,-0.9844299999999999"
"49023","BEAUPREAU EN MAUGES","49600","BEAUPREAU EN MAUGES","ANDREZE","47.202821400000005,-0.9844299999999999"
"49023","BEAUPREAU EN MAUGES","49600","BEAUPREAU EN MAUGES","BEAUPREAU","47.202821400000005,-0.9844299999999999"
"49023","BEAUPREAU EN MAUGES","49600","BEAUPREAU EN MAUGES","GESTE","47.202821400000005,-0.9844299999999999"
"49023","BEAUPREAU EN MAUGES","49600","BEAUPREAU EN MAUGES","LA CHAPELLE DU GENET","47.202821400000005,-0.9844299999999999"
"49023","BEAUPREAU EN MAUGES","49600","BEAUPREAU EN MAUGES","ST PHILBERT EN MAUGES","47.202821400000005,-0.9844299999999999"
"49026","BECON LES GRANITS","49370","BECON LES GRANITS",,"47.50440435,-0.8014590500000001"
"49027","BEGROLLES EN MAUGES","49122","BEGROLLES EN MAUGES",,"47.1331359,-0.9311111000000001"
"49028","BEHUARD","49170","BEHUARD",,"47.3796226,-0.6481467"
"49029","BLAISON ST SULPICE","49320","BLAISON ST SULPICE","BLAISON GOHIER","47.3784395,-0.38357365"
"49029","BLAISON ST SULPICE","49320","BLAISON ST SULPICE","GOHIER","47.3784395,-0.38357365"
"49029","BLAISON ST SULPICE","49320","BLAISON ST SULPICE","ST SULPICE","47.3784395,-0.38357365"
"49030","BLOU","49160","BLOU",,"47.36070255,-0.0534331"
"49035","BOUCHEMAINE","49080","BOUCHEMAINE",,"47.42882405,-0.62412715"
"49036","BOUILLE MENARD","49520","BOUILLE MENARD",,"47.7406381,-0.9660572000000001"
"49038","BOURG L EVEQUE","49520","BOURG L EVEQUE",,"47.7327353,-1.01836895"
"49041","BRAIN SUR ALLONNES","49650","BRAIN SUR ALLONNES",,"47.30411505,0.07425625"
"49045","LA BREILLE LES PINS","49390","LA BREILLE LES PINS",,"47.351481050000004,0.08188770000000001"
"49048","BRIOLLAY","49125","BRIOLLAY",,"47.5758147,-0.4954407"
"49050","BRISSAC LOIRE AUBANCE","49250","BRISSAC LOIRE AUBANCE","ST REMY LA VARENNE","47.33921005,-0.4087213"
"49050","BRISSAC LOIRE AUBANCE","49320","BRISSAC LOIRE AUBANCE","BRISSAC QUINCE","47.33921005,-0.4087213"
"49050","BRISSAC LOIRE AUBANCE","49320","BRISSAC LOIRE AUBANCE","CHARCE ST ELLIER SUR AUBANCE","47.33921005,-0.4087213"
"49050","BRISSAC LOIRE AUBANCE","49320","BRISSAC LOIRE AUBANCE","CHEMELLIER","47.33921005,-0.4087213"
"49050","BRISSAC LOIRE AUBANCE","49320","BRISSAC LOIRE AUBANCE","COUTURES","47.33921005,-0.4087213"
"49050","BRISSAC LOIRE AUBANCE","49320","BRISSAC LOIRE AUBANCE","LES ALLEUDS","47.33921005,-0.4087213"
"49050","BRISSAC LOIRE AUBANCE","49320","BRISSAC LOIRE AUBANCE","LUIGNE","47.33921005,-0.4087213"
"49050","BRISSAC LOIRE AUBANCE","49320","BRISSAC LOIRE AUBANCE","SAULGE L HOPITAL","47.33921005,-0.4087213"
"49050","BRISSAC LOIRE AUBANCE","49320","BRISSAC LOIRE AUBANCE","ST ELLIER","47.33921005,-0.4087213"
"49050","BRISSAC LOIRE AUBANCE","49320","BRISSAC LOIRE AUBANCE","ST SATURNIN SUR LOIRE","47.33921005,-0.4087213"
"49050","BRISSAC LOIRE AUBANCE","49320","BRISSAC LOIRE AUBANCE","VAUCHRETIEN","47.33921005,-0.4087213"
"49053","BROSSAY","49700","BROSSAY",,"47.169848900000005,-0.21553129999999998"
"49054","CANDE","49440","CANDE",,"47.55963785,-1.0334747000000002"
"49055","CANTENAY EPINARD","49460","CANTENAY EPINARD",,"47.539991,-0.5635202500000001"
"49056","CARBAY","49420","CARBAY",,"47.73079225,-1.2256512499999999"
"49057","CERNUSSON","49310","CERNUSSON",,"47.168055300000006,-0.48489319999999997"
"49058","LES CERQUEUX","49360","LES CERQUEUX",,"47.007997200000005,-0.63904585"
"49060","BELLEVIGNE LES CHATEAUX","49260","BELLEVIGNE LES CHATEAUX","BREZE","47.17808705,-0.0449151"
"49060","BELLEVIGNE LES CHATEAUX","49260","BELLEVIGNE LES CHATEAUX","ST CYR EN BOURG","47.17808705,-0.0449151"
"49060","BELLEVIGNE LES CHATEAUX","49400","BELLEVIGNE LES CHATEAUX","CHACE","47.17808705,-0.0449151"
"49061","CHALLAIN LA POTHERIE","49440","CHALLAIN LA POTHERIE",,"47.6309354,-1.08159425"
"49063","CHALONNES SUR LOIRE","49290","CHALONNES SUR LOIRE",,"47.34955685,-0.7728955"
"49064","CHAMBELLAY","49220","CHAMBELLAY",,"47.6901462,-0.69483635"
"49067","CHENILLE CHAMPTEUSSE","49220","CHENILLE CHAMPTEUSSE","CHAMPTEUSSE SUR BACONNE","47.67872905,-0.6585407999999999"
"49067","CHENILLE CHAMPTEUSSE","49220","CHENILLE CHAMPTEUSSE","CHENILLE CHANGE","47.67872905,-0.6585407999999999"
